Country_Name,Country_Code,Indicator_Name,Indicator_Code,Region_name,Region_Code,yr_1970,yr_1971,yr_1972,yr_1973,yr_1974,yr_1975,yr_1976,yr_1977,yr_1978,yr_1979,yr_1980,yr_1981,yr_1982,yr_1983,yr_1984,yr_1985,yr_1986,yr_1987,yr_1988,yr_1989,yr_1990,yr_1991,yr_1992,yr_1993,yr_1994,yr_1995,yr_1996,yr_1997,yr_1998,yr_1999,yr_2000,yr_2001,yr_2002,yr_2003,yr_2004,yr_2005,yr_2006,yr_2007,yr_2008,yr_2009,yr_2010,yr_2011,yr_2012,yr_2013,yr_2014,yr_2015,yr_2016,yr_2017,yr_2020,yr_2025,yr_2030,yr_2035,yr_2040,yr_2045,yr_2050,yr_2055,yr_2060,yr_2065,yr_2070,yr_2075,yr_2080,yr_2085,yr_2090,yr_2095,yr_2100
North America,NAC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,77.80812073,,,,,,,,,,86.55523,,,,,,74.32835,,,,88.63123,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,92.19094086,,,,,,,,,,,,,94.04418945,,,,,,,96.78476715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.64006,,,,42.92737,,,,,,,23.24747,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,67.65373993,,,,,,,,,,,,66.76743,,,,,61.25405,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.76049,,,,78.09643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,South Asia,SAS,,,,,,,,,,,,31.67275047,,,,,,,,,,49.22002029,,,,,,,,,,62.70801,,,,,,,,,,71.70838,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.86234,,,,,89.99932,,90.24303,,,,94.99074,96.63287,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,South Asia,SAS,,,,,,,,,,,,35.38064957,,,,,,,,,,,,,,,,,55.29661179,,,,,,,64.06048,67.65184,,68.8661,68.62762,68.90061,66.99114,69.85822,68.62934,69.06681,,,,,,,,,,,,,,,,,,,,
Panama,PAN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,88.09651947,,,,,,,,,,89.33695984,,,,,,,,,,92.54793,,,,,,,,,,94.70741,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,90.1435318,,,,,,,,,,,,92.85101318,,,,,,,,,,,93.4607,93.71831,94.22582,94.85703,,,,,96.95013,,96.94898,97.10638,97.18846,,,,,,,,,,,,,,,,,,
Philippines,PHL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,83.88928986,,,,,,,,,,93.97168732,,,,,,,,,,92.545,,,91.63449,,,,,95.01213,,,,,96.00834,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,93.2873764,,,,,,,,,,,,,,95.36660004,,,,,,,,,,,,,,,,,,,99.46721,,96.81275,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.44522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,99.27516937,,,,,,,,,,,,,,,,99.71308136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,87.74803162,,,,,,,,,,89.50269318,,,,,,,,,,,,,,,,,,,,91.33078,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99888,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,84.83334351,,,,,,,,,,91.58705902,,,,,,,,,,,,,,,,,,,,96.28558,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,81.08306885,,,,,,,,,,92.00015259,,,,,,,,,,,,,,,95.71238,94.12632,94.36773,94.81315,,,,95.54606,95.84588,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.24350739,,,,,,,96.54279,,97.07989,97.23721,94.88419,97.43125,97.62902,97.857,98.1918,98.39109,98.40231,98.4809,98.60784,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,76.79582977,,,,,,,,,,,84.24456024,,,,,,,89.10427,,,93.80682,94.2906,95.11571,96.51166,96.62583,96.92077,97.58471,97.7937,,,,,,,,,,,,,,,,,,,,
Romania,ROU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,98.53202057,,,,,,,,,,98.4044,,,,,,,,,99.03429,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,99.45623779,,,,,,,,,,,,,99.69408,,,,,,,,99.72831,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,50.82326126,,,,,,,,,,,,,67.69941711,,,,,,,,,71.41938,,,,,,,,,,71.13054,,72.44518,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,59.34525299,59.34525299,59.34525299,59.34525299,59.34525299,59.34525299,59.34525299,59.34525299,59.34525299,59.34525299,69.82589722,69.82589722,69.82589722,69.82589722,69.82589722,69.82589722,69.82589722,69.82589722,69.82589722,69.82589722,76.02194214,76.02194214,76.02194214,76.02194214,76.02194214,76.02194214,76.02194214,76.02194214,76.02194214,76.02194214,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,79.96852875,,,,,,,,87.06077,,,,87.53204,,,,,,,,,96.53143,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.58102,,,,,,,,59.79825,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,36.90288162,,,,,,,,,,,,,,51.05153,,,,52.25848,,,61.80952,,66.34154,,52.80447,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,91.56623077,,,,,,,,,,95.09316254,,,,,,,,,,96.5651,,,,,,,,,,98.03714,98.39284,98.46946,98.54254,98.60895,98.55957,98.73453,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.65429,,,,,,,,,41.33217,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,77.37241364,,,,,,,,,,,,,,86.69534,84.86407,87.05468,86.82521,87.0997,88.39165,,89.23501,,90.00994,,,,,,,,,,,,,,,,,,,
San Marino,SMR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.26464,,,,,99.4997,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.20457458,67.20457458,67.20457458,67.20457458,67.20457458,67.20457458,67.20457458,67.20457458,67.20457458,67.20457458,69.21968842,69.21968842,69.21968842,69.21968842,69.21968842,69.21968842,69.21968842,69.21968842,69.21968842,69.21968842,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.83693,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.20840454,67.20840454,67.20840454,67.20840454,67.20840454,67.20840454,67.20840454,67.20840454,67.20840454,67.20840454,69.22330475,69.22330475,69.22330475,69.22330475,69.22330475,69.22330475,69.22330475,69.22330475,69.22330475,69.22330475,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,73.14115143,,,,,,,,,,85.24964142,,,,,,,,,,92.23467,,,,,,,80.33024,,,,94.95617,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.01633,,,,95.49294,,95.36479,,94.86987,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,99.60208893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,SWZ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,57.38439178,,,,,,,,,,69.68347168,,,,,,,,,,,,,,83.15462,,,,,,,,,,83.90015,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,82.93166351,,,,,,,87.01515961,,,,,,,,91.40732,,,,,,,,93.46392,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,73.58422089,,,,,,,,,,,,,,,,,,,,,91.02857,,87.75814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,18.26059914,,,,,,,40.82706,,,,39.36825,,,,,,,,,,,38.9182,31.32879,,,,,,,,,,,,,,,,,,
Togo,TGO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.72574,,,,,,70.27027,,,71.16635,,74.05682,,,,77.25943,,,,,,,,,,,,,,,,,,,
Thailand,THA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,92.21295929,,,,,,,,,,,,,,,,,,,,94.90157,,,,,95.60024,,,,,96.43502,,,95.25126,,94.65912,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,98.79109192,,,,,,,,,,,99.68399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,99.32498169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,,,,,,58.5,,,63.59179,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,99.65866089,,,,,,,,,,,,,,,,,,,,98.83406067,,,,,,,,,,98.95388,,,,,99.3351,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,96.52153015,,,,,,,,,,98.00980377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,60.40723038,,,,,,,,,,70.25630951,,,,,,,,,,83.38509,,,86.05368,86.37581,,87.37573,87.76076,88.47578,,86.06012,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,77.50393677,,,,,81.44944,,,,,87.61972046,,,,,89.84703064,,,,,,,,,,,,,,95.27349,96.00062,95.99562,96.20186,,96.37771,97.29981,97.93499,98.2629,98.40137,98.49679,98.57562,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,71.3657074,,,,,,,,,,,,,,77.5064,,,,,,,,75.4678,,83.37769,,,83.20485,,,,,,,,,,,,,,,,,,,
Uganda,UGA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,68.1980896,,,,,,,,,,,78.30402,,,,81.38859,,,,82.63139,,79.12304,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.74343,,,,,,,,,,,99.99394,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,88.3219223,88.3219223,88.3219223,88.3219223,88.3219223,88.3219223,88.3219223,88.3219223,88.3219223,88.3219223,93.97158051,93.97158051,93.97158051,93.97158051,93.97158051,93.97158051,93.97158051,93.97158051,93.97158051,93.97158051,96.20980835,96.20980835,96.20980835,96.20980835,96.20980835,96.20980835,96.20980835,96.20980835,96.20980835,96.20980835,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,93.38825989,,,,,,,,,,94.83361053,,,,,,,,,,,96.24452972,,,,,,,,,,97.44478,97.42169,97.83128,97.97242,97.61017,98.02311,98.10397,98.06342,98.02507,98.14592,,,,,,,,,,,,,,,,,,,
United States,USA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,North America,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.16444,,,,,,,,,,,,,99.99383,99.98519,99.99204,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,95.80000305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,86.48932648,,,,,,,,,90.6725235,,,,,,,,,,,93.25745,,,,,,95.38173,,95.67537,,94.50232,,,,96.65108,97.03911,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,90.38146973,,,,,,,,,,93.00299072,,,,,,,,,,93.91826,93.93268,,,,,,,,,95.78533,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,57.33509827,,,,,,,,,,,,,,,71.35108948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,82.30943298,82.30943298,82.30943298,82.30943298,82.30943298,82.3115387,82.30943298,82.30943298,82.30943298,82.30943298,86.92801666,86.92801666,86.92801666,86.92801666,86.92801666,86.92868805,86.92801666,86.92801666,86.92801666,86.92801666,89.20466614,89.20466614,89.20466614,89.20466614,89.20466614,89.20568848,89.20466614,89.20466614,89.20466614,89.20466614,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,98.41568756,,,,,,,,,,,,,,,,,,,,98.88192,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,56.72475052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,77.52559662,,,,,,,,,,,,,,,,84.07138062,,,,,,,,,,,90.71759,,94.12146,94.14385,94.24509,94.96372,,95.28685,95.39653,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,73.03733826,,,,,,,,,76.25402,,,80.91286,,,,,71.94744,,,88.68403,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,84.17462921,,,,,,,,,,88.89337921,,,,,,,,,,,,,,,,,,,87.76481,,,89.18537,,,,,,,,,,,,,,,,,,,,
